State,Date,Crash_Type,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Articulated_Truck_Involvement,Speed_Limit,Road_User,Gender,Age
NSW,13-May-17,Pedestrian,No,No,No,50,Pedestrian,Female,91
QLD,13-May-17,Single,No,No,No,100,Driver,Female,43
QLD,13-May-17,Multiple,No,No,No,100,Driver,Male,45
QLD,14-May-17,Multiple,No,No,No,100,Motorcycle rider,Male,62
TAS,14-May-17,Multiple,No,No,No,80,Driver,Male,45
TAS,14-May-17,Multiple,No,No,No,80,Passenger,Female,48
VIC,15-May-17,Single,Unknown,No,No,0,Driver,Male,21
QLD,15-May-17,Multiple,No,No,No,100,Driver,Male,86
NSW,16-May-17,Multiple,No,No,No,110,Driver,Male,46
NSW,16-May-17,Multiple,No,No,No,90,Passenger,Female,79
VIC,16-May-17,Single,Unknown,No,No,0,Driver,Male,32
QLD,16-May-17,Multiple,No,Yes,No,40,Motorcycle rider,Male,43
SA,16-May-17,Single,No,No,No,100,Driver,Male,79
NSW,17-May-17,Pedestrian,No,No,No,60,Pedestrian,Female,48
QLD,18-May-17,Multiple,No,No,No,60,Passenger,Female,68
QLD,18-May-17,Single,No,Yes,No,100,Driver,Male,70
NSW,19-May-17,Single,No,No,No,50,Driver,Male,36
NSW,19-May-17,Single,No,No,No,100,Passenger,Female,4
NSW,19-May-17,Single,No,No,No,100,Driver,Female,67
VIC,19-May-17,Single,Unknown,No,No,0,Driver,Male,36
QLD,19-May-17,Pedestrian,No,No,No,60,Pedestrian,Female,19
NT,19-May-17,Multiple,No,No,No,100,Motorcycle rider,Male,48
WA,20-May-17,Pedestrian,No,No,No,50,Pedestrian,Male,74
TAS,20-May-17,Multiple,No,No,No,100,Driver,Female,49
NSW,21-May-17,Pedestrian,Yes,No,No,80,Pedestrian,Female,24
NSW,21-May-17,Pedestrian,No,No,No,100,Pedestrian,Male,20
SA,21-May-17,Pedestrian,No,No,No,100,Pedestrian,Male,2
WA,21-May-17,Single,No,No,No,60,Motorcycle rider,Male,45
VIC,22-May-17,Multiple,No,No,No,100,Motorcycle rider,Male,62
NSW,23-May-17,Multiple,No,No,No,50,Motorcycle rider,Male,19
NSW,23-May-17,Pedestrian,No,No,No,60,Pedestrian,Female,55
NSW,23-May-17,Pedestrian,No,No,No,50,Pedestrian,Male,70
NSW,23-May-17,Multiple,No,No,No,70,Driver,Male,87
QLD,23-May-17,Pedestrian,No,No,No,60,Pedestrian,Male,91
WA,24-May-17,Single,No,No,No,60,Passenger,Male,27
NSW,25-May-17,Multiple,No,No,No,60,Driver,Male,62
NSW,25-May-17,Multiple,No,No,No,60,Passenger,Male,49
VIC,25-May-17,Multiple,Unknown,No,No,0,Motorcycle rider,Male,22
QLD,25-May-17,Multiple,No,No,Yes,100,Driver,Male,43
QLD,26-May-17,Pedestrian,No,No,No,80,Pedestrian,Male,41
TAS,26-May-17,Single,No,No,No,100,Driver,Male,26
NSW,27-May-17,Single,No,No,No,100,Driver,Male,64
VIC,27-May-17,Single,Unknown,No,No,0,Motorcycle rider,Male,42
QLD,27-May-17,Pedestrian,No,No,No,80,Pedestrian,Male,19
QLD,27-May-17,Multiple,No,No,No,80,Driver,Female,26
NSW,28-May-17,Single,No,No,No,80,Motorcycle rider,Male,65
NSW,28-May-17,Pedestrian,No,No,No,50,Pedestrian,Female,36
VIC,28-May-17,Multiple,No,No,No,60,Driver,Male,59
VIC,28-May-17,Single,No,No,No,100,Driver,Male,89
VIC,28-May-17,Multiple,No,No,No,110,Passenger,Female,81
VIC,28-May-17,Multiple,No,No,No,110,Driver,Male,91
QLD,28-May-17,Multiple,No,No,No,80,Motorcycle pillion passenger,Female,45
QLD,28-May-17,Multiple,No,No,No,80,Motorcycle rider,Male,50
SA,28-May-17,Multiple,No,No,No,60,Motorcycle rider,Male,34
WA,28-May-17,Single,No,No,No,100,Passenger,Male,20
NSW,29-May-17,Multiple,No,No,Yes,110,Driver,Male,19
NSW,29-May-17,Multiple,No,No,Yes,110,Driver,Female,17
NSW,29-May-17,Multiple,No,No,Yes,110,Passenger,Female,15
NSW,29-May-17,Single,No,No,Yes,100,Driver,Male,63
QLD,29-May-17,Pedestrian,No,No,No,70,Pedestrian,Male,52
WA,29-May-17,Single,No,No,No,110,Driver,Male,44
WA,29-May-17,Single,No,No,No,110,Driver,Male,53
NSW,30-May-17,Single,No,No,No,70,Passenger,Male,20
SA,30-May-17,Single,No,No,No,70,Driver,Male,50
NSW,31-May-17,Multiple,No,Yes,No,100,Driver,Male,45
NSW,01-Jun-17,Single,No,No,No,60,Driver,Male,36
NSW,01-Jun-17,Single,No,No,No,110,Passenger,Female,83
QLD,01-Jun-17,Single,No,No,No,80,Passenger,Male,21
WA,01-Jun-17,Single,No,No,No,110,Passenger,Male,47
NSW,02-Jun-17,Pedestrian,No,No,No,50,Pedestrian,Male,74
QLD,02-Jun-17,Single,No,No,No,60,Passenger,Male,48
QLD,02-Jun-17,Single,No,No,No,60,Passenger,Male,41
SA,02-Jun-17,Single,No,No,No,10,Driver,Male,29
WA,02-Jun-17,Single,No,No,No,60,Driver,Male,84
NSW,03-Jun-17,Single,No,No,No,100,Passenger,Male,23
NSW,03-Jun-17,Single,No,No,No,70,Bicyclist,Male,45
QLD,03-Jun-17,Multiple,No,No,Yes,100,Driver,Male,21
NSW,04-Jun-17,Single,No,No,No,100,Driver,Male,50
NSW,04-Jun-17,Multiple,No,No,No,80,Motorcycle rider,Male,6
QLD,04-Jun-17,Single,No,No,No,100,Motorcycle rider,Male,30
VIC,05-Jun-17,Single,No,No,No,60,Driver,Male,57
QLD,05-Jun-17,Pedestrian,No,No,No,100,Pedestrian,Female,19
WA,05-Jun-17,Single,No,No,No,110,Driver,Male,40
QLD,06-Jun-17,Multiple,No,No,No,60,Motorcycle rider,Male,70
VIC,07-Jun-17,Multiple,Unknown,No,No,0,Driver,Male,57
VIC,07-Jun-17,Pedestrian,No,No,No,50,Pedestrian,Female,93
QLD,07-Jun-17,Pedestrian,No,No,No,60,Pedestrian,Male,44
NSW,08-Jun-17,Multiple,No,No,Yes,110,Driver,Male,66
NSW,08-Jun-17,Multiple,No,No,Yes,110,Passenger,Female,65
NSW,08-Jun-17,Multiple,No,No,Yes,60,Motorcycle rider,Male,35
VIC,08-Jun-17,Single,No,No,No,110,Driver,Male,36
QLD,08-Jun-17,Single,No,No,No,80,Motorcycle rider,Male,31
WA,08-Jun-17,Single,No,No,No,110,Driver,Male,45
SA,09-Jun-17,Pedestrian,No,No,Yes,25,Pedestrian,Male,44
WA,09-Jun-17,Single,No,No,No,60,Motorcycle rider,Male,23
NSW,10-Jun-17,Single,No,No,No,100,Driver,Male,36
QLD,10-Jun-17,Multiple,No,No,No,50,Motorcycle rider,Male,57
QLD,10-Jun-17,Single,No,No,No,100,Motorcycle rider,Male,58
SA,10-Jun-17,Single,No,No,No,60,Motorcycle rider,Female,34
NSW,11-Jun-17,Single,No,No,No,100,Passenger,Male,78
NSW,11-Jun-17,Single,No,No,No,100,Driver,Male,42
VIC,11-Jun-17,Multiple,Unknown,No,No,0,Motorcycle rider,Male,62
SA,11-Jun-17,Single,No,No,No,50,Driver,Male,21
TAS,11-Jun-17,Single,No,No,No,110,Motorcycle rider,Male,55
NSW,12-Jun-17,Multiple,No,No,No,110,Driver,Male,60
QLD,12-Jun-17,Single,No,No,No,80,Driver,Male,70
SA,13-Jun-17,Pedestrian,No,No,No,40,Pedestrian,Male,35
WA,13-Jun-17,Pedestrian,No,No,No,60,Pedestrian,Male,79
NSW,14-Jun-17,Multiple,No,No,No,50,Driver,Female,60
NSW,14-Jun-17,Single,No,No,No,80,Driver,Male,34
NSW,14-Jun-17,Pedestrian,No,No,No,40,Motorcycle rider,Male,23
NSW,14-Jun-17,Pedestrian,No,No,No,40,Pedestrian,Female,58
NSW,14-Jun-17,Multiple,No,Yes,No,100,Driver,Female,93
VIC,14-Jun-17,Multiple,Unknown,No,No,0,Driver,Male,80
QLD,14-Jun-17,Pedestrian,No,No,No,60,Pedestrian,Female,27
QLD,15-Jun-17,Multiple,No,No,No,0,Driver,Male,26
SA,15-Jun-17,Single,No,No,No,110,Driver,Male,26
SA,15-Jun-17,Single,No,No,No,110,Passenger,Female,18
NT,16-Jun-17,Multiple,No,No,No,100,Driver,Male,26
NSW,17-Jun-17,Multiple,Yes,No,No,40,Passenger,Male,30
QLD,17-Jun-17,Multiple,No,No,No,70,Motorcycle rider,Male,26
SA,17-Jun-17,Single,No,No,No,60,Motorcycle rider,Male,48
NSW,18-Jun-17,Multiple,No,No,No,50,Driver,Male,25
NSW,18-Jun-17,Multiple,No,No,No,50,Passenger,Male,18
NSW,18-Jun-17,Single,No,No,Yes,100,Driver,Male,74
VIC,18-Jun-17,Single,Unknown,No,No,0,Driver,Male,44
VIC,18-Jun-17,Pedestrian,Unknown,No,No,0,Pedestrian,Male,30
WA,18-Jun-17,Single,No,No,No,110,Bicyclist,Male,76
NSW,19-Jun-17,Single,No,No,No,110,Driver,Male,22
NSW,19-Jun-17,Multiple,No,No,No,80,Driver,Male,34
QLD,19-Jun-17,Pedestrian,Yes,No,No,50,Pedestrian,Male,77
NSW,20-Jun-17,Pedestrian,No,No,No,50,Pedestrian,Female,60
NSW,20-Jun-17,Pedestrian,No,No,No,50,Pedestrian,Male,66
VIC,20-Jun-17,Multiple,Unknown,No,No,0,Passenger,Female,80
VIC,20-Jun-17,Multiple,Unknown,No,No,0,Passenger,Female,95
VIC,20-Jun-17,Multiple,Unknown,No,No,0,Passenger,Female,91
NT,20-Jun-17,Pedestrian,Yes,No,No,80,Pedestrian,Female,32
NSW,21-Jun-17,Single,No,No,No,100,Driver,Male,80
QLD,21-Jun-17,Pedestrian,Yes,Yes,No,50,Pedestrian,Male,80
QLD,21-Jun-17,Single,No,No,No,80,Motorcycle rider,Male,33
NSW,22-Jun-17,Multiple,No,No,No,60,Motorcycle rider,Female,65
TAS,22-Jun-17,Multiple,Yes,No,No,60,Driver,Female,55
TAS,22-Jun-17,Multiple,No,No,No,80,Driver,Male,83
TAS,22-Jun-17,Multiple,No,No,No,50,Driver,Female,42
NSW,23-Jun-17,Multiple,No,Yes,No,60,Driver,Male,30
VIC,23-Jun-17,Multiple,No,No,No,100,Driver,Male,84
VIC,23-Jun-17,Single,No,No,No,80,Motorcycle rider,Male,37
QLD,23-Jun-17,Multiple,No,Yes,No,80,Passenger,Female,28
QLD,23-Jun-17,Pedestrian,No,No,No,50,Pedestrian,Male,64
SA,23-Jun-17,Multiple,No,No,No,110,Driver,Male,66
SA,23-Jun-17,Single,No,No,No,100,Driver,Male,52
NSW,24-Jun-17,Pedestrian,No,No,No,50,Pedestrian,Female,59
NSW,24-Jun-17,Single,No,No,No,100,Driver,Male,63
VIC,24-Jun-17,Pedestrian,Unknown,No,No,0,Pedestrian,Male,67
QLD,24-Jun-17,Multiple,Yes,No,Yes,100,Driver,Unknown,30
QLD,24-Jun-17,Multiple,Yes,No,Yes,100,Passenger,Male,42
QLD,24-Jun-17,Multiple,Yes,No,Yes,100,Passenger,Unknown,44
QLD,24-Jun-17,Multiple,No,No,No,100,Motorcycle rider,Female,35
WA,24-Jun-17,Single,No,No,Yes,80,Motorcycle rider,Male,21
VIC,25-Jun-17,Multiple,No,No,No,60,Driver,Male,30
TAS,25-Jun-17,Multiple,No,Yes,No,50,Motorcycle rider,Male,17
NT,25-Jun-17,Single,No,No,No,80,Passenger,Female,25
NT,25-Jun-17,Single,No,No,No,80,Driver,Male,21
QLD,26-Jun-17,Multiple,No,Yes,No,80,Driver,Male,46
QLD,27-Jun-17,Single,No,No,No,60,Driver,Female,31
NT,28-Jun-17,Single,No,No,No,80,Driver,Male,24
VIC,29-Jun-17,Single,Unknown,No,No,0,Driver,Female,19
WA,29-Jun-17,Single,No,Yes,No,110,Driver,Male,63
VIC,30-Jun-17,Pedestrian,Unknown,No,Yes,0,Pedestrian,Female,56
QLD,30-Jun-17,Pedestrian,No,No,No,60,Pedestrian,Male,22
WA,30-Jun-17,Single,No,Yes,No,40,Passenger,Female,45
WA,30-Jun-17,Single,No,Yes,No,40,Driver,Male,46
WA,30-Jun-17,Single,No,No,No,100,Driver,Female,47
TAS,30-Jun-17,Multiple,No,No,Yes,60,Driver,Female,51
NSW,01-Jul-17,Single,No,No,No,50,Passenger,Female,34
QLD,01-Jul-17,Single,No,No,No,80,Driver,Male,39
QLD,01-Jul-17,Single,No,No,No,60,Passenger,Male,28
QLD,01-Jul-17,Single,No,No,No,60,Passenger,Male,21
TAS,01-Jul-17,Single,No,No,No,70,Passenger,Female,16
NSW,02-Jul-17,Multiple,No,No,No,80,Motorcycle rider,Male,31
VIC,02-Jul-17,Single,No,No,No,60,Motorcycle rider,Male,29
VIC,02-Jul-17,Pedestrian,No,No,No,60,Pedestrian,Female,69
SA,02-Jul-17,Single,No,No,No,100,Motorcycle rider,Male,68
WA,02-Jul-17,Single,No,No,No,60,Other/unknown,Male,91
NSW,03-Jul-17,Multiple,No,Yes,No,70,Motorcycle rider,Male,40
NSW,03-Jul-17,Single,No,No,No,80,Bicyclist,Male,70
VIC,03-Jul-17,Multiple,No,Yes,No,50,Bicyclist,Female,42
WA,03-Jul-17,Single,No,No,No,110,Passenger,Male,22
NSW,04-Jul-17,Multiple,No,No,No,60,Motorcycle rider,Male,21
QLD,04-Jul-17,Single,No,No,No,60,Driver,Male,35
QLD,04-Jul-17,Single,No,No,No,100,Driver,Male,76
SA,04-Jul-17,Pedestrian,No,No,No,60,Pedestrian,Male,72
SA,04-Jul-17,Pedestrian,No,No,No,50,Pedestrian,Male,94
WA,05-Jul-17,Single,No,No,No,110,Driver,Female,64
VIC,06-Jul-17,Multiple,No,Yes,Yes,100,Driver,Male,25
VIC,06-Jul-17,Single,No,No,No,100,Driver,Male,26
QLD,06-Jul-17,Multiple,No,No,No,60,Passenger,Female,98
NSW,07-Jul-17,Multiple,No,No,No,50,Driver,Female,82
NSW,07-Jul-17,Pedestrian,No,No,No,70,Pedestrian,Female,68
VIC,07-Jul-17,Multiple,No,No,No,80,Motorcycle rider,Male,21
VIC,07-Jul-17,Single,Unknown,No,No,0,Driver,Male,23
VIC,07-Jul-17,Multiple,Unknown,No,No,0,Driver,Male,55
SA,07-Jul-17,Pedestrian,No,Yes,No,50,Pedestrian,Female,83
SA,07-Jul-17,Single,No,No,No,50,Driver,Male,18
NSW,08-Jul-17,Multiple,No,No,Yes,110,Driver,Male,41
NSW,08-Jul-17,Multiple,No,No,Yes,110,Passenger,Female,39
NSW,08-Jul-17,Multiple,No,No,No,110,Driver,Male,79
SA,08-Jul-17,Pedestrian,No,No,Yes,50,Pedestrian,Male,65
NSW,09-Jul-17,Single,No,No,No,110,Driver,Male,17
VIC,09-Jul-17,Multiple,Unknown,No,No,0,Passenger,Female,33
QLD,09-Jul-17,Multiple,No,No,No,50,Bicyclist,Male,48
QLD,09-Jul-17,Single,No,No,No,100,Driver,Male,18
QLD,09-Jul-17,Single,No,No,No,100,Driver,Male,22
QLD,09-Jul-17,Single,No,No,No,100,Passenger,Male,26
QLD,09-Jul-17,Single,No,No,No,60,Passenger,Female,57
SA,09-Jul-17,Single,No,No,No,100,Driver,Male,21
NT,09-Jul-17,Single,No,No,No,110,Passenger,Male,54
NSW,10-Jul-17,Single,No,No,No,110,Passenger,Male,31
WA,10-Jul-17,Single,No,No,No,80,Driver,Male,33
NSW,11-Jul-17,Single,No,No,No,80,Passenger,Female,27
NSW,11-Jul-17,Pedestrian,No,No,No,50,Pedestrian,Female,78
WA,11-Jul-17,Single,No,No,No,50,Driver,Male,65
SA,12-Jul-17,Multiple,No,No,Yes,80,Driver,Male,21
NSW,13-Jul-17,Multiple,No,No,No,50,Driver,Male,58
NSW,13-Jul-17,Pedestrian,No,No,No,40,Pedestrian,Female,74
VIC,13-Jul-17,Single,Unknown,No,No,0,Passenger,Female,16
VIC,14-Jul-17,Pedestrian,No,No,No,50,Pedestrian,Female,79
VIC,14-Jul-17,Pedestrian,Unknown,No,No,0,Pedestrian,Male,58
QLD,14-Jul-17,Single,No,No,No,60,Driver,Male,45
TAS,14-Jul-17,Single,No,No,No,100,Driver,Male,59
VIC,15-Jul-17,Single,No,No,No,100,Driver,Male,25
NSW,16-Jul-17,Single,No,No,No,100,Driver,Male,52
NSW,16-Jul-17,Single,No,No,No,100,Driver,Female,19
NSW,16-Jul-17,Single,No,No,No,110,Motorcycle rider,Male,17
NSW,16-Jul-17,Multiple,No,No,No,110,Passenger,Male,18
NSW,16-Jul-17,Multiple,No,No,No,110,Driver,Female,67
VIC,16-Jul-17,Multiple,Unknown,No,No,0,Driver,Female,75
QLD,16-Jul-17,Single,No,No,No,110,Driver,Male,29
WA,16-Jul-17,Single,No,No,No,80,Driver,Male,50
NT,16-Jul-17,Single,No,No,No,110,Driver,Male,51
NSW,17-Jul-17,Pedestrian,No,No,Yes,110,Pedestrian,Male,33
NSW,17-Jul-17,Multiple,No,Yes,No,100,Driver,Male,34
NSW,17-Jul-17,Multiple,No,No,No,50,Driver,Male,89
QLD,17-Jul-17,Single,No,No,No,40,Driver,Male,82
VIC,18-Jul-17,Single,No,No,No,100,Passenger,Female,84
VIC,18-Jul-17,Pedestrian,Unknown,No,No,0,Pedestrian,Female,66
VIC,18-Jul-17,Multiple,No,No,No,100,Driver,Male,47
QLD,18-Jul-17,Single,No,No,No,80,Motorcycle rider,Male,64
NSW,19-Jul-17,Pedestrian,No,No,No,100,Pedestrian,Male,43
NSW,19-Jul-17,Pedestrian,No,No,No,50,Pedestrian,Male,3
NSW,19-Jul-17,Multiple,No,No,Yes,40,Driver,Female,80
NSW,19-Jul-17,Multiple,No,No,Yes,40,Passenger,Male,96
NSW,19-Jul-17,Multiple,No,No,Yes,110,Driver,Female,77
NSW,19-Jul-17,Multiple,No,No,Yes,110,Passenger,Female,71
NSW,20-Jul-17,Single,No,Yes,No,80,Driver,Male,32
NSW,20-Jul-17,Single,No,Yes,No,80,Passenger,Male,20
NSW,20-Jul-17,Single,No,No,No,80,Driver,Male,55
VIC,20-Jul-17,Multiple,No,No,No,60,Motorcycle rider,Male,45
VIC,20-Jul-17,Multiple,Unknown,No,No,0,Driver,Female,25
QLD,20-Jul-17,Single,No,No,No,60,Motorcycle rider,Male,51
SA,20-Jul-17,Multiple,No,No,No,80,Motorcycle rider,Male,62
NSW,21-Jul-17,Single,No,No,No,110,Passenger,Female,28
TAS,21-Jul-17,Single,No,No,No,60,Passenger,Female,71
NSW,22-Jul-17,Pedestrian,No,No,No,50,Pedestrian,Male,82
VIC,22-Jul-17,Single,No,No,No,100,Driver,Male,31
QLD,22-Jul-17,Multiple,No,No,No,60,Driver,Male,27
NT,22-Jul-17,Single,No,No,No,110,Driver,Male,32
NSW,24-Jul-17,Multiple,No,No,Yes,80,Passenger,Female,65
VIC,24-Jul-17,Multiple,No,Yes,No,100,Driver,Male,27
SA,24-Jul-17,Multiple,No,No,No,110,Driver,Male,82
NSW,25-Jul-17,Pedestrian,No,Yes,No,50,Pedestrian,Male,72
NSW,25-Jul-17,Single,No,No,No,60,Driver,Male,87
NSW,25-Jul-17,Pedestrian,No,No,No,60,Pedestrian,Male,67
QLD,26-Jul-17,Single,No,No,No,100,Passenger,Male,0
QLD,26-Jul-17,Single,No,No,No,100,Passenger,Female,4
QLD,26-Jul-17,Single,No,No,No,100,Driver,Female,38
WA,26-Jul-17,Single,No,No,No,110,Driver,Male,24
NSW,27-Jul-17,Multiple,No,No,No,100,Driver,Female,83
QLD,27-Jul-17,Pedestrian,No,Yes,No,50,Pedestrian,Female,39
WA,27-Jul-17,Single,No,No,No,60,Driver,Male,84
SA,28-Jul-17,Single,No,Yes,No,50,Passenger,Male,22
SA,28-Jul-17,Multiple,No,Yes,No,40,Driver,Male,59
WA,28-Jul-17,Single,No,No,No,50,Driver,Male,49
NSW,29-Jul-17,Pedestrian,No,No,Yes,110,Pedestrian,Male,35
NSW,29-Jul-17,Multiple,No,No,No,100,Driver,Male,55
WA,29-Jul-17,Single,No,No,No,110,Driver,Female,28
QLD,30-Jul-17,Multiple,No,No,No,60,Motorcycle rider,Male,61
WA,30-Jul-17,Single,No,No,No,60,Driver,Female,85
QLD,31-Jul-17,Single,No,No,No,60,Driver,Female,36
NSW,01-Aug-17,Single,No,No,No,110,Driver,Male,19
QLD,01-Aug-17,Multiple,No,No,No,70,Driver,Male,56
SA,01-Aug-17,Multiple,No,No,No,90,Driver,Female,77
WA,01-Aug-17,Single,No,Yes,No,70,Driver,Male,54
ACT,01-Aug-17,Single,No,No,No,60,Driver,Male,24
NSW,02-Aug-17,Multiple,No,No,No,80,Driver,Female,40
NSW,02-Aug-17,Single,No,No,Yes,100,Driver,Male,48
SA,02-Aug-17,Single,No,No,No,60,Driver,Male,72
WA,02-Aug-17,Single,No,No,No,110,Driver,Male,49
NSW,03-Aug-17,Pedestrian,No,No,No,60,Pedestrian,Male,83
NSW,04-Aug-17,Multiple,No,No,No,80,Driver,Male,54
VIC,04-Aug-17,Multiple,No,No,No,60,Passenger,Female,87
WA,04-Aug-17,Single,No,No,No,90,Passenger,Female,38
WA,04-Aug-17,Single,No,No,No,100,Driver,Male,79
NSW,05-Aug-17,Single,No,No,No,90,Driver,Male,24
VIC,05-Aug-17,Single,No,No,No,60,Driver,Male,28
VIC,05-Aug-17,Single,No,No,No,100,Driver,Male,27
QLD,05-Aug-17,Single,No,No,No,60,Motorcycle rider,Male,48
NSW,06-Aug-17,Multiple,No,No,No,80,Driver,Male,37
NSW,06-Aug-17,Single,No,No,No,50,Driver,Male,77
VIC,06-Aug-17,Single,Unknown,No,No,0,Driver,Male,23
NSW,07-Aug-17,Single,No,No,No,100,Driver,Female,55
QLD,07-Aug-17,Pedestrian,No,No,No,60,Pedestrian,Male,82
TAS,07-Aug-17,Pedestrian,No,No,No,100,Pedestrian,Female,26
NSW,08-Aug-17,Multiple,No,No,Yes,100,Driver,Female,49
NSW,08-Aug-17,Multiple,No,No,No,70,Driver,Female,43
WA,08-Aug-17,Pedestrian,No,No,No,70,Pedestrian,Female,95
NSW,09-Aug-17,Pedestrian,No,No,No,50,Pedestrian,Male,84
VIC,09-Aug-17,Multiple,Unknown,No,No,0,Passenger,Female,14
VIC,09-Aug-17,Multiple,Unknown,No,No,0,Driver,Female,44
VIC,09-Aug-17,Single,No,No,No,100,Motorcycle rider,Male,65
NSW,10-Aug-17,Multiple,No,No,No,60,Driver,Female,93
VIC,10-Aug-17,Single,Unknown,No,No,0,Driver,Male,35
SA,10-Aug-17,Single,No,No,No,80,Driver,Male,84
NSW,11-Aug-17,Single,No,No,No,100,Driver,Male,29
VIC,11-Aug-17,Single,Unknown,No,No,0,Driver,Male,52
QLD,11-Aug-17,Multiple,No,No,No,70,Driver,Male,70
QLD,11-Aug-17,Single,No,No,No,100,Passenger,Male,38
NSW,12-Aug-17,Single,No,No,No,100,Passenger,Female,19
NSW,12-Aug-17,Multiple,No,No,No,80,Driver,Male,32
NSW,12-Aug-17,Single,No,No,No,100,Passenger,Female,46
NSW,12-Aug-17,Single,No,No,No,100,Passenger,Female,19
NSW,12-Aug-17,Multiple,Yes,No,No,60,Driver,Female,77
QLD,12-Aug-17,Single,No,No,No,100,Driver,Male,79
SA,12-Aug-17,Single,No,No,No,100,Driver,Male,26
SA,12-Aug-17,Single,No,No,No,100,Passenger,Female,20
NSW,13-Aug-17,Single,No,No,No,110,Passenger,Female,64
NSW,13-Aug-17,Single,No,No,No,110,Passenger,Female,46
VIC,13-Aug-17,Multiple,No,No,No,100,Bicyclist,Male,53
QLD,13-Aug-17,Multiple,No,No,No,100,Driver,Male,81
QLD,13-Aug-17,Multiple,No,No,No,100,Passenger,Female,81
SA,13-Aug-17,Single,No,No,No,80,Motorcycle rider,Male,37
NSW,14-Aug-17,Single,No,No,No,80,Driver,Male,20
SA,14-Aug-17,Multiple,No,No,No,60,Driver,Female,86
VIC,15-Aug-17,Multiple,Unknown,No,No,0,Driver,Female,80
VIC,15-Aug-17,Multiple,No,No,No,60,Passenger,Male,18
NSW,16-Aug-17,Single,No,No,No,100,Driver,Male,66
VIC,16-Aug-17,Multiple,No,No,Yes,110,Driver,Male,82
VIC,16-Aug-17,Multiple,Unknown,No,Yes,0,Driver,Male,71
SA,16-Aug-17,Multiple,Yes,No,No,60,Driver,Male,69
NSW,17-Aug-17,Single,No,No,No,60,Driver,Male,25
VIC,17-Aug-17,Pedestrian,Unknown,No,No,0,Pedestrian,Male,56
WA,17-Aug-17,Single,No,No,No,110,Motorcycle rider,Male,43
WA,17-Aug-17,Single,No,No,No,110,Driver,Male,83
WA,17-Aug-17,Single,No,No,No,110,Passenger,Male,6
WA,17-Aug-17,Single,No,No,No,110,Driver,Female,38
VIC,18-Aug-17,Multiple,No,No,No,60,Motorcycle rider,Male,43
QLD,18-Aug-17,Multiple,No,No,No,70,Passenger,Female,75
SA,18-Aug-17,Multiple,No,No,No,60,Bicyclist,Male,51
QLD,20-Aug-17,Pedestrian,Yes,No,No,40,Pedestrian,Female,23
QLD,20-Aug-17,Single,No,No,No,100,Driver,Female,50
SA,20-Aug-17,Multiple,No,No,No,80,Driver,Female,40
NSW,21-Aug-17,Single,No,No,No,100,Driver,Female,75
SA,21-Aug-17,Multiple,No,No,No,80,Driver,Male,18
NSW,22-Aug-17,Single,No,No,No,50,Passenger,Male,24
NSW,23-Aug-17,Single,No,No,No,60,Driver,Male,17
NSW,23-Aug-17,Pedestrian,No,No,No,60,Pedestrian,Female,75
NSW,23-Aug-17,Multiple,No,No,No,60,Bicyclist,Male,24
SA,23-Aug-17,Multiple,No,No,No,60,Motorcycle rider,Male,29
WA,23-Aug-17,Single,No,No,No,110,Driver,Male,41
NSW,24-Aug-17,Multiple,No,No,No,60,Driver,Male,45
QLD,24-Aug-17,Multiple,No,No,Yes,100,Driver,Male,86
QLD,24-Aug-17,Multiple,No,No,Yes,70,Driver,Male,33
WA,24-Aug-17,Single,Yes,No,No,60,Bicyclist,Male,57
NSW,25-Aug-17,Multiple,No,Yes,No,100,Driver,Male,47
NSW,25-Aug-17,Multiple,No,Yes,No,100,Driver,Female,60
VIC,25-Aug-17,Single,Unknown,No,No,0,Passenger,Male,21
VIC,25-Aug-17,Single,Unknown,No,No,0,Driver,Male,21
NSW,26-Aug-17,Multiple,No,No,No,100,Driver,Male,44
QLD,26-Aug-17,Multiple,No,No,No,100,Driver,Male,19
NSW,27-Aug-17,Multiple,No,No,No,100,Motorcycle rider,Male,17
NSW,27-Aug-17,Single,No,No,No,50,Driver,Male,34
VIC,27-Aug-17,Single,Unknown,No,No,0,Passenger,Male,21
VIC,27-Aug-17,Single,Unknown,No,No,0,Passenger,Male,21
VIC,27-Aug-17,Single,Unknown,No,No,0,Driver,Male,21
VIC,27-Aug-17,Multiple,No,No,No,80,Driver,Female,50
SA,27-Aug-17,Single,No,No,No,80,Motorcycle rider,Male,72
SA,27-Aug-17,Multiple,No,No,No,50,Motorcycle rider,Male,28
NSW,28-Aug-17,Multiple,No,No,No,100,Motorcycle rider,Male,60
NSW,28-Aug-17,Multiple,No,Yes,Yes,100,Motorcycle rider,Male,22
VIC,28-Aug-17,Pedestrian,No,No,No,60,Pedestrian,Male,34
NSW,29-Aug-17,Multiple,No,No,No,110,Driver,Male,69
VIC,29-Aug-17,Multiple,Unknown,No,Yes,0,Motorcycle rider,Male,49
QLD,29-Aug-17,Single,No,Yes,No,60,Driver,Male,66
SA,29-Aug-17,Single,No,No,No,110,Motorcycle rider,Male,59
SA,29-Aug-17,Single,No,No,No,100,Passenger,Male,29
TAS,29-Aug-17,Multiple,No,No,No,110,Bicyclist,Female,76
NSW,30-Aug-17,Multiple,No,No,Yes,110,Driver,Female,65
