StateFormated,DateFormated,TimeFormated,Crash_TypeFormated,Bus_InvolvementFormated,Heavy_Rigid_Truck_InvolvementFormated,Speed_LimitFormated,Road_UserFormated,GenderFormated,AgeFormated
4,42736,2,2,1,1,50,7,1,64
8,42736,0.69,3,1,1,100,4,2,21
8,42736,0.72,3,1,1,70,2,2,25
2,42737,0.76,3,1,1,50,2,2,28
2,42737,0.55,1,1,1,80,4,2,26
4,42737,0.13,2,1,1,100,7,1,30
8,42737,0.77,3,1,1,110,2,2,24
2,42738,0.59,1,1,2,100,2,2,29
2,42738,0.59,1,1,2,100,2,2,52
4,42738,0.67,1,1,1,100,2,2,74
8,42738,0.64,3,1,1,70,4,2,23
4,42739,0.79,1,1,1,100,4,2,69
2,42740,0.43,2,1,1,60,7,2,56
7,42740,0.73,1,1,1,100,2,2,44
7,42741,0.71,1,1,1,100,6,1,17
4,42741,0.04,3,1,1,100,2,2,24
4,42741,0.79,1,1,1,50,6,2,19
2,42742,0.54,1,1,1,100,2,1,19
8,42743,0.43,3,1,1,1,2,2,89
2,42744,0.45,3,1,1,70,2,1,71
7,42744,0.65,3,1,1,50,6,1,96
2,42745,0.6,1,1,1,100,2,1,20
4,42745,0.5,2,1,2,100,7,2,34
4,42745,0.92,3,1,1,50,4,2,31
5,42745,0.39,1,1,1,100,2,1,81
2,42746,0.9,3,1,1,100,2,2,23
7,42746,0.16,3,1,1,100,2,2,26
7,42746,0.6,1,1,1,100,5,1,61
5,42746,0.88,2,1,1,50,7,1,45
8,42746,0.77,3,1,1,80,6,2,10
2,42747,0.91,3,1,1,100,2,2,29
7,42747,0.37,1,1,2,1,4,1,45
4,42747,0,3,1,1,80,2,2,41
4,42747,0.63,1,1,1,60,6,1,70
2,42748,0.6,3,1,1,50,2,2,91
2,42748,0.75,3,1,1,100,2,2,84
7,42748,0.7,3,1,1,100,6,1,3
4,42748,0.75,3,1,1,80,4,2,50
4,42748,0.92,3,1,1,50,4,1,59
4,42748,0.92,3,1,1,80,4,2,41
5,42748,0.01,1,1,2,110,2,2,62
8,42748,0.73,3,1,1,90,2,2,36
6,42748,0.67,1,1,1,60,4,2,42
6,42748,0.79,3,1,1,100,4,2,46
7,42749,0.02,3,1,1,60,6,2,19
7,42750,0.7,1,1,1,100,6,1,38
2,42751,0.11,2,1,2,60,7,1,48
7,42751,0.33,2,1,1,60,7,1,53
4,42751,0.71,1,1,1,80,6,1,67
4,42751,0.75,3,1,1,70,2,2,61
8,42751,0.06,3,1,2,50,2,2,48
2,42752,0.74,1,1,1,80,4,2,60
7,42752,0.67,1,1,1,110,2,1,79
2,42753,0.55,1,1,1,60,2,1,54
2,42753,0.55,1,1,1,60,6,1,75
2,42753,0.55,1,1,1,60,6,2,79
8,42753,0.22,3,1,1,110,2,2,24
3,42753,0.71,1,1,1,110,2,2,17
3,42753,0.71,1,1,1,110,6,1,66
2,42755,0.9,3,1,1,100,2,2,36
2,42756,0.73,1,1,1,70,4,2,22
7,42756,0.7,1,1,1,60,4,2,75
4,42756,0.25,1,1,1,100,4,2,40
4,42756,0.58,1,1,1,90,6,1,52
4,42756,0.58,1,1,1,90,6,1,21
2,42757,0.93,3,1,1,100,2,2,18
7,42757,0.7,1,1,1,100,6,2,52
2,42758,0.56,3,1,1,80,2,2,59
2,42758,0.5,2,1,2,60,7,1,51
8,42758,0.49,3,1,1,80,2,2,79
2,42759,0.73,1,1,1,90,4,2,44
7,42759,0.69,1,3,1,1,4,2,41
4,42759,0.13,1,1,1,100,2,2,57
8,42759,0.83,3,1,1,60,3,2,14
8,42759,0.53,2,1,1,60,7,2,4
2,42760,0.5,1,2,1,100,6,1,78
7,42760,0.78,1,1,1,100,2,2,24
2,42762,0.58,1,1,1,90,2,2,17
2,42762,1,3,1,1,100,2,2,62
7,42762,0.16,3,1,1,100,2,2,18
5,42762,0.64,1,1,1,90,2,2,89
5,42762,0.64,1,1,1,90,6,1,93
2,42763,0.33,3,1,2,70,2,2,69
4,42763,0.46,3,1,1,80,3,1,49
8,42763,0.9,3,1,1,20,6,2,19
8,42763,0.06,3,1,1,70,2,2,23
7,42764,0.19,2,1,1,100,7,2,23
4,42764,0.38,3,1,1,80,4,2,27
8,42764,0.51,3,1,1,110,6,2,67
8,42764,0.51,3,1,1,110,6,1,68
2,42765,0.6,1,1,1,100,2,2,34
2,42765,0.6,1,1,1,100,6,1,52
4,42766,0.5,1,1,1,100,2,1,79
4,42766,0.5,2,2,1,50,7,1,1
3,42766,0.98,2,1,1,130,7,2,39
2,42767,0.32,3,1,1,80,6,2,88
7,42768,0.48,3,1,1,100,2,2,76
4,42768,0.92,3,1,1,80,2,2,59
2,42769,0.53,2,1,2,50,7,2,80
7,42769,0.31,3,1,1,100,2,2,18
8,42769,0.66,3,1,2,110,2,2,58
4,42770,0.29,3,1,1,110,2,1,59
4,42771,0.13,3,1,1,60,4,2,30
3,42771,0.03,3,1,1,100,2,2,20
2,42772,0.62,1,1,1,50,6,1,86
4,42772,0.46,1,1,1,60,2,1,85
5,42772,0.97,3,1,1,100,6,2,34
7,42773,0.61,3,1,1,100,2,2,59
2,42774,0.66,1,1,1,80,2,2,48
2,42774,0.91,1,1,1,110,2,1,87
7,42774,0.45,3,1,1,100,2,1,53
5,42774,0.45,3,1,1,10,2,1,93
7,42775,0.58,3,1,1,100,2,2,62
2,42776,0.08,1,1,1,80,2,2,15
4,42776,0.79,1,1,1,80,2,2,62
5,42776,0.68,1,1,1,100,2,2,49
8,42776,0.7,3,1,1,100,6,2,25
8,42776,0.76,3,1,1,50,4,2,25
8,42776,0.4,3,1,1,110,6,1,84
2,42777,0.85,3,1,1,100,4,2,47
8,42777,0.65,3,1,1,110,6,2,83
2,42778,0.53,3,1,1,80,2,2,22
2,42778,0.95,3,1,1,50,2,2,34
4,42778,0.79,2,1,1,60,7,2,75
5,42778,0.84,2,1,1,50,7,2,2
7,42779,0.65,1,1,1,60,4,2,33
7,42781,0.78,3,1,1,100,2,2,70
4,42781,0.63,1,1,1,100,2,1,19
4,42781,0.63,1,1,1,100,2,2,20
2,42782,0.71,3,1,1,100,2,1,36
2,42782,0.89,1,1,1,60,4,2,24
7,42782,0.9,3,1,1,80,2,2,38
4,42782,0.63,3,1,1,100,6,1,18
2,42783,0.74,3,1,1,80,2,2,38
7,42783,0.86,3,1,1,100,2,2,55
7,42783,0.95,3,1,1,50,6,2,40
4,42783,0.21,1,1,1,60,1,2,50
4,42783,0.75,3,1,1,110,6,2,21
2,42784,0.18,1,1,1,110,2,2,21
7,42784,0.64,3,1,1,100,4,2,43
4,42784,0.71,3,1,1,70,2,1,68
8,42784,0.7,3,1,1,110,2,1,61
2,42785,0.68,1,1,1,110,2,2,32
8,42785,0.22,3,1,1,110,2,2,62
7,42786,0.36,1,1,1,70,2,2,41
6,42786,0.58,1,1,2,100,4,2,36
1,42786,0.51,1,1,1,60,4,2,22
2,42787,0.41,1,1,2,110,2,1,39
4,42787,0.67,1,2,1,80,2,2,82
7,42788,0.67,1,3,1,1,2,1,63
4,42788,0.25,3,1,1,100,2,2,35
2,42789,0.76,1,1,2,80,4,2,45
2,42789,0.54,3,1,1,50,6,1,64
2,42789,0.88,1,1,1,60,4,2,34
7,42789,0.32,3,1,2,100,2,2,25
2,42790,0.35,2,1,1,40,7,1,31
7,42790,0.72,1,1,2,80,2,2,45
4,42790,0.92,2,2,1,50,7,2,22
4,42791,0.13,3,1,1,60,6,2,20
4,42791,0.13,3,1,1,60,2,1,21
3,42791,0.1,2,1,1,100,7,2,15
3,42791,0.1,2,1,1,100,7,2,15
7,42792,0.61,1,1,1,100,2,1,22
4,42792,0.42,3,1,1,80,4,2,34
7,42793,0.5,1,1,1,110,2,2,78
7,42793,0.29,3,1,1,100,2,2,40
5,42793,0.58,2,1,1,110,7,1,35
7,42794,0.66,3,1,1,100,2,2,70
4,42794,0.71,1,1,1,100,2,2,56
4,42795,0.38,3,1,1,100,2,2,39
5,42795,0.3,3,1,1,70,4,2,22
5,42795,0.92,1,1,1,40,4,2,23
2,42796,0.72,1,1,1,50,2,1,50
4,42796,0.38,1,2,1,60,4,2,61
7,42797,0.56,2,1,1,60,7,1,50
4,42797,0.5,1,1,2,80,2,2,42
7,42798,0.52,3,1,1,1,2,2,26
4,42798,0.04,1,1,1,60,6,2,20
5,42798,0.02,2,1,1,50,7,2,33
8,42799,0.61,3,1,1,110,2,1,25
4,42800,0.42,3,1,1,60,4,2,64
5,42800,0.79,3,1,1,90,2,2,53
8,42800,0.46,3,1,1,110,2,1,55
2,42801,0.32,1,1,1,110,2,1,49
2,42801,0.32,1,1,1,110,6,2,7
7,42801,0.68,3,1,1,100,2,1,20
8,42801,0.72,3,1,1,50,4,2,17
5,42803,0.56,3,1,1,60,2,2,60
8,42803,0.08,3,1,1,110,2,2,34
8,42803,0.85,3,1,1,60,4,2,52
6,42803,0.48,3,1,1,50,4,2,16
2,42804,0.33,1,2,1,80,2,2,18
2,42804,0.35,3,1,1,100,4,2,33
7,42804,0.74,1,1,1,60,1,1,35
7,42805,0.48,3,1,1,80,6,2,65
4,42805,0,1,1,1,70,6,1,28
5,42805,0.13,3,1,1,110,2,2,19
8,42805,0.2,3,1,1,20,6,1,48
2,42806,0.33,2,1,1,40,7,2,52
7,42806,0.04,3,1,1,100,2,2,19
4,42806,0.96,3,1,1,70,4,2,39
2,42807,0.85,3,1,1,100,2,2,43
7,42807,1,1,1,1,100,4,2,30
8,42807,0.64,3,1,1,60,5,1,98
7,42808,0.34,2,1,1,50,7,2,13
8,42808,0.82,2,1,1,50,7,2,7
2,42809,0.31,3,1,1,100,6,2,43
2,42809,0.88,3,1,1,80,2,2,19
2,42810,0.32,1,1,1,100,2,2,63
2,42810,0.73,1,1,1,100,4,2,47
7,42810,0.62,1,1,2,80,2,2,28
7,42811,0.27,1,1,1,100,2,2,49
5,42811,0.78,3,1,1,50,2,2,64
3,42811,0.98,3,1,1,80,6,2,32
4,42812,0.42,2,1,1,50,7,2,75
6,42812,0.56,1,1,1,100,4,2,47
7,42813,0.02,1,1,1,80,2,1,35
4,42813,0.21,3,1,1,80,6,1,18
4,42814,0.88,1,1,1,100,6,2,22
2,42815,0.67,2,1,1,50,7,2,3
7,42815,0.1,3,1,1,70,4,2,34
7,42815,0.47,3,1,1,100,5,2,47
8,42815,0.33,3,1,1,110,2,2,32
8,42816,0.41,3,1,1,70,1,2,74
2,42817,0.49,1,1,1,100,6,2,72
2,42817,0.57,2,1,1,60,7,2,62
4,42817,0.63,1,1,1,80,2,2,21
8,42817,0.6,3,1,1,50,6,2,27
2,42818,0.22,1,1,1,100,2,2,39
2,42818,0.22,1,1,1,100,2,2,32
7,42818,0.14,3,1,1,60,2,2,27
7,42818,0.02,3,1,1,100,2,2,39
7,42818,0.35,1,1,1,100,2,2,27
7,42818,0.68,1,1,1,100,1,2,66
8,42818,0.46,3,1,1,80,4,2,54
2,42819,0.44,3,1,1,100,3,1,50
2,42819,0.55,3,1,1,100,2,1,27
2,42819,0.93,3,1,1,70,2,2,18
2,42819,0.93,3,1,1,70,6,1,17
2,42819,0.58,3,1,1,100,4,2,51
7,42819,0.08,3,1,1,60,6,2,22
7,42819,0.18,3,1,1,80,2,2,24
2,42820,0.34,2,1,1,50,7,1,3
2,42821,0.16,1,1,2,60,4,2,35
2,42821,0.67,3,1,1,100,4,2,56
2,42821,0.28,2,1,1,60,7,1,71
4,42821,0.04,1,1,1,100,2,2,76
4,42821,0.33,1,1,1,100,6,1,30
7,42822,0.59,3,1,1,100,4,2,54
2,42823,0.84,1,1,1,100,2,2,46
2,42823,0.54,3,1,1,60,2,2,35
2,42823,0.46,2,1,1,50,7,2,81
2,42823,0.58,1,1,1,70,2,2,91
8,42823,0.61,3,1,1,110,2,2,79
7,42824,0.48,3,3,1,1,2,2,85
7,42824,0.29,1,1,1,100,2,2,56
5,42824,0.8,3,1,1,100,2,2,54
8,42824,0.74,3,1,1,110,2,2,53
3,42824,0.86,3,1,1,60,4,2,22
2,42825,0.64,1,1,1,100,2,2,30
4,42825,0.63,1,1,1,100,2,1,75
8,42825,0.53,3,1,1,110,2,2,85
1,42825,0.27,1,1,1,100,1,2,35
2,42826,0.39,3,1,1,80,4,2,44
2,42826,0.65,3,1,1,100,4,2,26
8,42826,0.92,3,2,1,70,6,2,16
8,42826,0.84,2,1,1,50,7,1,21
3,42826,0.21,3,1,1,130,2,2,50
2,42827,0,3,1,1,50,2,2,17
8,42827,0.19,3,1,1,110,2,2,22
2,42828,0.56,3,1,1,100,6,1,11
2,42828,0.56,3,1,1,100,2,1,43
2,42828,0.56,3,1,1,100,6,2,7
7,42828,0.98,3,1,1,110,2,2,73
8,42828,0.73,3,1,1,50,4,2,38
2,42829,0.49,1,1,1,90,2,1,39
2,42829,0.49,1,1,1,90,6,2,14
2,42829,0.43,1,1,1,100,6,1,52
7,42829,0.34,3,3,1,1,1,2,64
4,42829,0.92,3,1,1,80,2,2,37
2,42830,0.56,1,1,2,80,4,1,48
5,42830,0.13,3,1,1,100,2,2,26
5,42830,0.63,1,1,1,50,4,2,66
7,42831,0.1,3,1,1,80,2,2,40
7,42832,0.57,1,3,1,1,2,2,77
7,42832,0.76,1,1,1,70,2,2,89
7,42832,0.73,2,1,2,60,7,2,19
7,42832,0.58,1,3,1,1,2,2,26
4,42832,0.08,3,1,1,50,2,2,30
4,42832,0.46,1,1,1,100,6,1,101
8,42832,0.12,3,1,1,80,4,2,44
2,42833,0.65,1,1,1,100,4,1,44
4,42833,0.96,3,1,1,100,6,2,31
8,42833,0.76,3,1,1,110,6,1,28
8,42833,0.76,3,1,1,110,5,1,0
8,42833,0.5,3,1,1,80,4,2,66
7,42834,0.6,3,1,1,80,6,2,19
7,42834,0.6,3,1,1,80,6,2,19
4,42834,0.46,1,1,1,60,2,1,79
6,42834,0.95,3,1,1,50,6,2,25
7,42835,0.71,3,2,1,100,6,2,38
8,42835,0.78,3,1,1,50,2,1,21
7,42836,0.31,3,1,1,100,2,2,33
8,42836,0.26,3,1,2,100,2,2,18
2,42837,0.3,1,1,1,100,2,2,59
7,42837,0.72,3,3,1,1,2,2,69
7,42837,0.69,1,1,1,100,6,1,75
7,42837,0.69,1,1,1,100,2,2,79
2,42838,0.9,3,1,1,100,2,2,38
2,42838,0.25,1,1,1,100,2,2,27
7,42838,0.11,3,3,1,1,2,2,19
3,42838,0.82,2,1,1,80,7,2,47
7,42839,0.37,1,1,1,100,1,2,55
8,42839,0,3,1,1,50,6,2,18
2,42840,0.62,3,1,1,110,4,2,36
2,42840,0.77,2,1,1,50,7,2,68
7,42840,0.7,1,1,1,100,2,2,91
2,42842,0.81,3,1,1,80,2,2,51
4,42842,0.63,1,1,1,100,6,2,22
4,42842,0.63,1,1,1,100,2,1,30
2,42843,0.43,3,1,1,110,2,1,50
7,42843,0.68,1,1,1,100,2,2,21
7,42843,0.73,2,1,1,60,7,2,85
7,42843,0.46,3,3,1,1,1,2,77
4,42843,0.21,1,1,1,60,4,2,34
5,42843,0.67,1,1,1,80,2,1,18
8,42843,0.62,3,1,1,60,4,2,29
2,42844,0.53,3,1,1,100,6,1,75
2,42844,0.72,3,1,1,100,6,1,18
2,42844,0.47,2,2,1,50,7,2,72
7,42844,0.61,1,1,1,100,6,1,69
4,42844,0.54,1,1,1,100,6,2,90
5,42844,0.78,1,1,1,110,2,2,58
8,42844,0.88,3,1,1,110,2,2,19
2,42845,0.34,3,1,1,60,4,2,70
8,42845,0.58,3,1,1,60,1,2,24
7,42846,0.51,2,1,1,60,7,2,4
7,42846,0.57,1,1,2,100,2,2,68
7,42846,0.81,3,1,1,100,2,2,54
7,42846,0.88,2,3,1,1,7,2,43
5,42846,0.46,1,1,1,60,2,2,64
8,42846,0.73,3,1,1,80,2,2,90
7,42848,0.68,1,1,1,100,4,2,27
4,42849,0.5,3,1,1,100,6,2,90
5,42849,0.57,1,1,1,60,2,1,85
8,42849,0.43,3,1,1,90,2,2,36
2,42850,0.79,3,1,1,100,2,2,34
2,42850,0.91,3,1,1,50,2,2,20
7,42850,0.77,1,3,1,1,4,2,40
5,42850,0.64,3,1,1,50,2,1,82
2,42851,0.65,2,1,2,40,7,1,5
2,42851,0.51,3,1,1,100,4,2,61
2,42851,0.31,1,1,2,60,6,1,72
5,42851,0.25,1,1,1,110,2,2,31
5,42851,0.25,1,1,1,110,2,2,56
2,42852,0.66,1,1,1,100,2,2,56
8,42853,0.59,3,1,1,60,4,2,22
2,42854,0.76,1,1,1,60,1,2,50
4,42854,0.96,3,1,1,80,4,2,32
8,42854,0.85,3,1,1,70,6,2,32
8,42854,0.85,3,1,1,70,2,1,22
2,42855,0.46,3,1,1,100,4,2,69
2,42855,0.58,1,1,1,80,4,2,25
7,42855,0.41,1,1,1,70,4,2,46
4,42855,0.46,1,1,1,60,4,2,48
3,42855,0.35,3,1,1,110,2,2,19
7,42856,0.58,3,1,1,60,2,1,30
2,42857,0.43,1,1,1,110,6,2,49
7,42857,0.41,3,1,1,100,2,1,18
4,42857,0.38,1,1,1,50,2,1,46
4,42857,0.46,1,1,1,80,4,2,40
6,42857,0.4,1,1,1,80,2,2,89
4,42858,0.67,1,1,1,50,4,2,39
2,42859,0.42,1,1,2,80,4,2,40
2,42859,0.62,3,1,1,90,2,2,40
7,42859,0.29,1,3,1,1,1,2,51
4,42859,0.25,3,1,2,100,2,2,37
5,42859,0.55,3,1,1,80,4,2,40
2,42860,0.35,3,2,1,50,6,2,75
7,42860,0.56,1,3,1,1,4,2,49
2,42861,0.15,1,1,1,110,6,2,12
2,42861,0.15,1,1,1,110,6,2,9
2,42861,0.77,1,1,1,50,2,2,86
2,42861,0.51,1,1,1,60,4,1,45
4,42861,0.92,3,1,1,80,2,1,23
7,42863,0.44,1,1,1,60,4,2,68
7,42863,0.59,3,3,1,1,2,1,26
4,42864,0.67,3,1,1,100,4,1,40
7,42865,0.92,3,1,1,60,2,1,27
4,42865,0.71,1,1,1,70,1,2,16
5,42865,0.58,3,1,1,100,2,2,59
1,42865,0.5,1,1,1,80,2,2,91
2,42866,0.28,3,1,1,50,4,2,21
4,42866,0.08,1,1,1,100,2,2,34
4,42866,0.75,1,1,1,100,2,1,54
2,42867,0.31,1,1,1,100,2,1,62
7,42867,0.08,3,1,1,70,2,2,22
2,42868,0.6,3,1,1,100,2,2,28
2,42868,0.74,2,1,1,50,7,1,91
4,42868,0.13,3,1,1,100,2,1,43
4,42868,0.33,1,1,1,100,2,2,45
4,42869,0.71,1,1,1,100,4,2,62
6,42869,0.73,1,1,1,80,2,2,45
6,42869,0.73,1,1,1,80,6,1,48
7,42870,0.36,3,3,1,1,2,2,21
4,42870,0.42,1,1,1,100,2,2,86
2,42871,0.59,1,1,1,110,2,2,46
2,42871,0.61,1,1,1,90,6,1,79
7,42871,0.27,3,3,1,1,2,2,32
4,42871,0.33,1,1,2,40,4,2,43
5,42871,0.46,3,1,1,100,2,2,79
2,42872,0.75,2,1,1,60,7,1,48
4,42873,0.42,1,1,1,60,6,1,68
4,42873,0.46,3,1,2,100,2,2,70
2,42874,0.13,3,1,1,50,2,2,36
2,42874,0.6,3,1,1,100,6,1,4
2,42874,0.66,3,1,1,100,2,1,67
7,42874,0.99,3,3,1,1,2,2,36
4,42874,0.79,2,1,1,60,7,1,19
3,42874,0.26,1,1,1,100,4,2,48
8,42875,0.44,2,1,1,50,7,2,74
6,42875,0.6,1,1,1,100,2,1,49
2,42876,0.02,2,2,1,80,7,1,24
2,42876,0.24,2,1,1,100,7,2,20
5,42876,0.48,2,1,1,100,7,2,2
8,42876,0.45,3,1,1,60,4,2,45
7,42877,0.76,1,1,1,100,4,2,62
2,42878,0.55,1,1,1,50,4,2,19
2,42878,0.85,2,1,1,60,7,1,55
2,42878,0.56,2,1,1,50,7,2,70
2,42878,0.51,1,1,1,70,2,2,87
4,42878,0.54,2,1,1,60,7,2,91
8,42879,0.01,3,1,1,60,6,2,27
2,42880,0.19,1,1,1,60,2,2,62
2,42880,0.19,1,1,1,60,6,2,49
7,42880,0.64,1,3,1,1,4,2,22
4,42880,0.71,1,1,1,100,2,2,43
4,42881,0.88,2,1,1,80,7,2,41
6,42881,0.85,3,1,1,100,2,2,26
2,42882,0.58,3,1,1,100,2,2,64
7,42882,0.65,3,3,1,1,4,2,42
4,42882,0.04,2,1,1,80,7,2,19
4,42882,0.67,1,1,1,80,2,1,26
2,42883,0.5,3,1,1,80,4,2,65
2,42883,0.93,2,1,1,50,7,1,36
7,42883,0.47,1,1,1,60,2,2,59
7,42883,0.76,3,1,1,100,2,2,89
7,42883,0.67,1,1,1,110,6,1,81
7,42883,0.67,1,1,1,110,2,2,91
4,42883,0.58,1,1,1,80,3,1,45
4,42883,0.58,1,1,1,80,4,2,50
5,42883,0.6,1,1,1,60,4,2,34
8,42883,0.52,3,1,1,100,6,2,20
2,42884,0.25,1,1,1,110,2,2,19
2,42884,0.25,1,1,1,110,2,1,17
2,42884,0.25,1,1,1,110,6,1,15
2,42884,0.25,3,1,1,100,2,2,63
4,42884,0.71,2,1,1,70,7,2,52
8,42884,0.79,3,1,1,110,2,2,44
8,42884,0.31,3,1,1,110,2,2,53
2,42885,0.88,3,1,1,70,6,2,20
5,42885,0.6,3,1,1,70,2,2,50
2,42886,0.3,1,1,2,100,2,2,45
2,42887,0.07,3,1,1,60,2,2,36
2,42887,0.59,3,1,1,110,6,1,83
4,42887,0.83,3,1,1,80,6,2,21
8,42887,0.57,3,1,1,110,6,2,47
2,42888,0.42,2,1,1,50,7,2,74
4,42888,0,3,1,1,60,6,2,48
4,42888,0,3,1,1,60,6,2,41
5,42888,0.47,3,1,1,10,2,2,29
8,42888,0.72,3,1,1,60,2,2,84
2,42889,0.87,3,1,1,100,6,2,23
2,42889,0.65,3,1,1,70,1,2,45
4,42889,0.96,1,1,1,100,2,2,21
2,42890,0.69,3,1,1,100,2,2,50
2,42890,0.6,1,1,1,80,4,2,6
4,42890,0.04,3,1,1,100,4,2,30
7,42891,0.16,3,1,1,60,2,2,57
4,42891,0.79,2,1,1,100,7,1,19
8,42891,0.53,3,1,1,110,2,2,40
4,42892,0.67,1,1,1,60,4,2,70
7,42893,0.33,1,3,1,1,2,2,57
7,42893,0.58,2,1,1,50,7,1,93
4,42893,0.83,2,1,1,60,7,2,44
2,42894,0.54,1,1,1,110,2,2,66
2,42894,0.54,1,1,1,110,6,1,65
2,42894,0.29,1,1,1,60,4,2,35
7,42894,0.63,3,1,1,110,2,2,36
4,42894,0,3,1,1,80,4,2,31
8,42894,0.39,3,1,1,110,2,2,45
5,42895,0.76,2,1,1,25,7,2,44
8,42895,0.73,3,1,1,60,4,2,23
2,42896,0.01,3,1,1,100,2,2,36
4,42896,0.29,1,1,1,50,4,2,57
4,42896,0.5,3,1,1,100,4,2,58
5,42896,0.63,3,1,1,60,4,1,34
2,42897,0.53,3,1,1,100,6,2,78
2,42897,0.78,3,1,1,100,2,2,42
7,42897,0.46,1,3,1,1,4,2,62
5,42897,0.99,3,1,1,50,2,2,21
6,42897,0.34,3,1,1,110,4,2,55
2,42898,0.61,1,1,1,110,2,2,60
4,42898,0.58,3,1,1,80,2,2,70
5,42899,0.9,2,1,1,40,7,2,35
8,42899,0.69,2,1,1,60,7,2,79
2,42900,0.34,1,1,1,50,2,1,60
2,42900,0.42,3,1,1,80,2,2,34
2,42900,0.76,2,1,1,40,4,2,23
2,42900,0.76,2,1,1,40,7,1,58
2,42900,0.36,1,1,2,100,2,1,93
7,42900,0.44,1,3,1,1,2,2,80
4,42900,0.29,2,1,1,60,7,1,27
4,42901,0.71,1,1,1,1,2,2,26
5,42901,0.03,3,1,1,110,2,2,26
5,42901,0.03,3,1,1,110,6,1,18
3,42902,0.52,1,1,1,100,2,2,26
2,42903,0.13,1,2,1,40,6,2,30
4,42903,0.75,1,1,1,70,4,2,26
5,42903,0.54,3,1,1,60,4,2,48
2,42904,0.08,1,1,1,50,2,2,25
2,42904,0.08,1,1,1,50,6,2,18
2,42904,0.64,3,1,1,100,2,2,74
7,42904,0.42,3,3,1,1,2,2,44
7,42904,0.73,2,3,1,1,7,2,30
8,42904,0.37,3,1,1,110,1,2,76
2,42905,0.1,3,1,1,110,2,2,22
2,42905,0.66,1,1,1,80,2,2,34
4,42905,0.79,2,2,1,50,7,2,77
2,42906,0.76,2,1,1,50,7,1,60
2,42906,0.72,2,1,1,50,7,2,66
7,42906,0.65,1,3,1,1,6,1,80
7,42906,0.65,1,3,1,1,6,1,95
7,42906,0.65,1,3,1,1,6,1,91
3,42906,0.26,2,2,1,80,7,1,32
2,42907,0.5,3,1,1,100,2,2,80
4,42907,0.42,2,2,2,50,7,2,80
4,42907,0.71,3,1,1,80,4,2,33
2,42908,0.59,1,1,1,60,4,1,65
6,42908,0.39,1,2,1,60,2,1,55
6,42908,0.62,1,1,1,80,2,2,83
6,42908,0.88,1,1,1,50,2,1,42
2,42909,0.57,1,1,2,60,2,2,30
7,42909,0.67,1,1,1,100,2,2,84
7,42909,0.72,3,1,1,80,4,2,37
4,42909,0.25,1,1,2,80,6,1,28
4,42909,0.46,2,1,1,50,7,2,64
5,42909,0.73,1,1,1,110,2,2,66
5,42909,0.74,3,1,1,100,2,2,52
2,42910,0.53,2,1,1,50,7,1,59
2,42910,0.42,3,1,1,100,2,2,63
7,42910,0.89,2,3,1,1,7,2,67
4,42910,0.08,1,2,1,100,2,3,30
4,42910,0.08,1,2,1,100,6,2,42
4,42910,0.08,1,2,1,100,6,3,44
4,42910,0.63,1,1,1,100,4,1,35
8,42910,0.34,3,1,1,80,4,2,21
7,42911,0.96,1,1,1,60,2,2,30
6,42911,0.8,1,1,2,50,4,2,17
3,42911,0.67,3,1,1,80,6,1,25
3,42911,0.67,3,1,1,80,2,2,21
4,42912,0.67,1,1,2,80,2,2,46
4,42913,0.96,3,1,1,60,2,1,31
3,42914,0.97,3,1,1,80,2,2,24
7,42915,0.72,3,3,1,1,2,1,19
8,42915,0.29,3,1,2,110,2,2,63
7,42916,0.6,2,3,1,1,7,1,56
4,42916,0.71,2,1,1,60,7,2,22
8,42916,0.63,3,1,2,40,6,1,45
8,42916,0.63,3,1,2,40,2,2,46
8,42916,0.76,3,1,1,100,2,1,47
6,42916,0.35,1,1,1,60,2,1,51
2,42917,0.27,3,1,1,50,6,1,34
4,42917,0.17,3,1,1,80,2,2,39
4,42917,0.42,3,1,1,60,6,2,28
4,42917,0.42,3,1,1,60,6,2,21
6,42917,0.26,3,1,1,70,6,1,16
2,42918,0.52,1,1,1,80,4,2,31
7,42918,0.3,3,1,1,60,4,2,29
7,42918,0.8,2,1,1,60,7,1,69
5,42918,0.58,3,1,1,100,4,2,68
8,42918,0.72,3,1,1,60,5,2,91
2,42919,0.72,1,1,2,70,4,2,40
2,42919,0.52,3,1,1,80,1,2,70
7,42919,0.41,1,1,2,50,1,1,42
8,42919,0.88,3,1,1,110,6,2,22
2,42920,0.55,1,1,1,60,4,2,21
4,42920,0.21,3,1,1,60,2,2,35
4,42920,0.5,3,1,1,100,2,2,76
5,42920,0.36,2,1,1,60,7,2,72
5,42920,0.8,2,1,1,50,7,2,94
8,42921,0.55,3,1,1,110,2,1,64
7,42922,0.61,1,1,2,100,2,2,25
7,42922,0.61,3,1,1,100,2,2,26
4,42922,0.54,1,1,1,60,6,1,98
2,42923,0.34,1,1,1,50,2,1,82
2,42923,0.8,2,1,1,70,7,1,68
7,42923,0.84,1,1,1,80,4,2,21
7,42923,0.94,3,3,1,1,2,2,23
7,42923,0.87,1,3,1,1,2,2,55
5,42923,0.47,2,1,2,50,7,1,83
5,42923,0.97,3,1,1,50,2,2,18
2,42924,0.32,1,1,1,110,2,2,41
2,42924,0.32,1,1,1,110,6,1,39
2,42924,0.31,1,1,1,110,2,2,79
