StateFormated,DateFormated,TimeFormated,Crash_TypeFormated,Bus_InvolvementFormated,Heavy_Rigid_Truck_InvolvementFormated,Speed_LimitFormated,Road_UserFormated,GenderFormated,AgeFormated
4,34297,0.25,1,1,3,60,2,2,26
2,34298,0.38,1,1,3,60,2,2,31
2,34298,0.83,3,1,3,100,2,2,26
2,34298,0.83,3,1,3,100,6,2,17
2,34298,0.83,3,1,3,100,6,2,26
4,34298,0.71,1,1,3,60,6,2,53
7,34299,0.07,1,1,3,60,2,2,44
4,34299,0.33,3,1,3,100,6,2,42
5,34299,0.97,2,1,3,80,7,2,19
2,34300,0.17,1,1,3,100,2,1,30
2,34300,0.17,1,1,3,100,6,2,30
7,34300,0.84,1,1,3,100,2,2,31
7,34300,0.84,1,1,3,100,2,2,23
4,34300,0.38,1,1,3,80,2,1,18
8,34300,0.81,2,1,3,110,7,2,63
3,34300,0.13,2,1,3,900,7,2,29
1,34300,0.97,1,1,3,1,2,1,27
2,34301,0.44,3,1,3,100,2,2,38
2,34301,0.53,3,1,3,100,6,1,45
2,34301,0.53,3,1,3,100,6,1,3
2,34301,0.53,3,1,3,100,6,2,2
2,34301,0.53,3,1,3,100,6,1,23
7,34301,0.13,3,1,3,60,4,2,25
7,34301,0.13,2,1,3,100,7,2,25
7,34301,0.91,1,1,3,100,2,2,24
8,34301,2,3,1,3,60,4,1,30
7,34302,0.83,1,1,3,100,6,2,16
4,34302,0.63,3,1,3,60,1,2,69
4,34302,0.5,3,1,3,80,2,2,27
5,34302,0.86,3,1,3,80,2,2,46
2,34303,0.58,1,1,3,60,6,2,93
2,34303,0.91,3,1,3,100,2,2,39
7,34303,0.34,1,1,3,70,2,1,47
5,34303,0.98,1,1,3,110,2,2,27
8,34303,0.04,1,1,3,110,2,2,21
8,34303,0.2,1,1,3,110,2,2,18
8,34303,0.2,1,1,3,110,6,1,40
2,34304,0.99,2,1,3,1,7,2,35
7,34304,0.34,1,1,3,100,2,1,56
7,34304,0.81,3,1,3,60,2,2,41
4,34304,0.58,1,1,3,100,2,2,46
4,34304,0.5,1,1,3,100,2,1,17
4,34304,0.67,3,1,3,100,6,1,21
2,34305,0.34,1,1,3,100,2,2,33
2,34305,0.49,1,1,3,60,2,2,65
2,34305,0.55,1,1,3,100,2,2,24
4,34305,0.29,1,2,3,60,2,2,25
4,34305,0.96,1,2,3,60,2,2,19
2,34306,0.17,1,1,3,60,2,2,21
2,34306,0.17,3,1,3,60,2,2,19
7,34306,0.52,2,1,3,100,7,2,56
4,34306,0.46,3,1,3,100,2,2,48
2,34307,0.34,3,1,3,60,2,2,46
2,34307,0.43,1,1,3,70,2,2,43
2,34307,0.34,3,1,3,100,6,1,22
2,34307,0.59,3,1,3,80,4,2,25
2,34307,0.73,3,1,3,100,6,2,33
2,34307,0.74,1,1,3,90,6,1,31
3,34307,0.86,1,1,3,900,6,2,46
7,34308,0.58,1,1,3,60,4,2,24
4,34308,0.17,3,1,3,100,6,2,20
4,34308,0.5,2,1,3,60,7,2,10
4,34308,0.46,1,1,3,100,6,2,5
4,34308,0.46,1,1,3,100,6,2,41
5,34308,0.06,3,1,3,60,4,2,26
8,34308,0.13,3,1,3,80,4,2,20
8,34308,0.31,3,1,3,110,6,2,20
2,34309,0.83,2,1,3,1,7,1,16
7,34309,0.9,2,1,3,60,7,2,50
2,34310,0.77,1,1,3,100,6,2,35
7,34310,0.75,1,1,3,80,1,2,12
7,34310,0.58,1,1,3,100,2,1,35
4,34310,0.75,2,1,3,60,7,2,47
7,34311,0.97,3,1,3,60,3,2,19
7,34311,0.01,3,1,3,80,2,2,26
7,34311,0.39,2,1,3,60,7,1,85
4,34311,0.71,1,1,3,100,2,2,45
4,34311,0.71,1,1,3,100,6,2,21
5,34311,0.73,2,1,3,60,7,1,22
8,34311,0.83,3,1,3,1,4,2,21
2,34312,0.05,3,1,3,60,2,2,17
2,34312,0.92,1,1,3,100,2,1,19
2,34312,0.92,1,1,3,100,6,1,2
7,34312,0.64,2,1,3,80,7,2,78
7,34312,0.9,1,1,3,100,6,2,57
7,34312,0.2,3,1,3,100,2,2,20
4,34312,0.21,3,1,3,100,2,2,22
4,34312,0.63,2,1,3,100,7,1,13
8,34312,0.62,1,1,3,80,2,1,36
2,34313,0.2,3,1,3,100,2,1,25
2,34313,0.26,1,1,3,110,2,2,27
2,34313,0.78,1,1,3,100,2,2,57
7,34313,0.91,1,1,3,60,2,2,67
7,34313,0.85,1,1,3,60,6,2,23
7,34313,0.4,3,1,3,100,2,2,56
7,34313,0.66,1,1,3,100,1,2,15
4,34313,0.92,3,1,3,60,2,2,20
4,34313,0.96,3,1,3,60,6,1,16
5,34313,0.69,1,1,3,80,2,1,33
2,34314,0.08,1,1,3,100,2,2,29
2,34314,0.93,3,1,3,60,2,2,22
2,34314,0.93,3,1,3,60,6,1,22
2,34314,0.32,2,1,3,60,7,2,53
7,34314,0.07,2,1,3,100,7,1,19
7,34314,0.79,1,1,3,60,6,2,55
4,34314,0.17,1,1,3,100,2,2,21
4,34314,0.17,3,1,3,100,2,2,36
4,34314,0.29,3,1,3,100,6,2,16
4,34314,0.46,1,1,3,80,2,2,73
5,34314,0.06,2,1,3,60,7,2,19
2,34315,0.43,1,1,3,100,2,1,37
2,34315,0.48,2,1,3,60,7,2,4
2,34315,0.86,3,1,3,80,2,2,36
4,34315,0.67,3,1,3,100,6,2,20
5,34315,0.73,1,1,3,110,2,2,77
8,34315,0.5,3,1,3,110,4,2,32
6,34315,0.66,3,1,3,110,2,2,51
2,34316,0.54,3,1,3,60,4,2,27
7,34316,0.65,1,1,3,60,2,2,66
7,34316,0.65,1,1,3,60,2,1,65
7,34316,0.08,1,1,3,100,2,2,26
4,34316,0.83,3,1,3,60,6,2,15
8,34316,2,3,1,3,1,6,2,58
8,34316,2,3,1,3,1,6,2,24
2,34317,0,3,1,3,110,2,2,22
2,34317,0.62,1,1,3,60,2,2,21
2,34317,0.77,3,1,3,100,2,2,56
4,34317,0.67,1,1,3,60,2,2,57
2,34318,0.26,3,1,3,100,2,2,26
2,34318,0.87,1,1,3,100,2,2,39
7,34318,0.26,3,1,3,100,2,1,20
4,34318,0.71,3,1,3,100,4,2,22
5,34318,0.49,2,1,3,60,7,1,49
5,34318,0.95,1,1,3,110,2,2,45
5,34318,0.95,1,1,3,110,6,2,51
8,34318,0.56,3,1,3,100,2,2,42
2,34319,0.33,1,1,3,80,2,2,44
7,34319,0.52,3,1,3,70,4,2,26
5,34319,0.83,1,1,3,100,6,2,19
8,34319,0.59,3,1,3,110,2,2,62
2,34320,0.63,3,1,3,100,4,2,21
4,34320,0.54,3,1,3,100,2,1,57
4,34320,0.58,3,1,3,100,4,2,66
5,34320,0.9,3,1,3,60,4,2,20
8,34320,0.92,1,1,3,110,2,2,41
2,34321,0.55,2,1,3,60,7,2,39
2,34321,0.98,3,1,3,80,2,2,28
2,34321,0.15,3,1,3,80,2,2,16
5,34321,0.57,3,1,3,110,6,2,57
5,34321,0.57,3,1,3,110,6,2,48
8,34321,0.07,3,1,3,110,6,1,22
8,34321,0.07,3,1,3,60,6,2,26
2,34322,0.28,1,1,3,100,2,2,36
2,34322,0.78,1,1,3,60,2,2,25
2,34322,0.94,1,1,3,60,6,2,21
2,34322,0.94,1,1,3,60,2,1,21
7,34322,0.65,1,1,3,100,2,2,24
4,34322,0.13,3,1,3,60,2,2,20
8,34322,0.17,3,1,3,60,2,2,20
2,34323,0.14,3,1,3,100,2,2,40
2,34323,0.66,3,1,3,100,6,2,14
2,34323,0.47,1,1,3,60,6,1,7
7,34323,0.98,1,1,3,60,2,2,20
7,34323,0.2,1,1,3,100,2,2,30
4,34323,0.58,1,1,3,100,6,1,43
8,34323,0.4,1,1,3,60,4,2,31
8,34323,0.76,1,1,3,80,2,2,52
8,34323,0.79,3,1,3,110,6,2,26
3,34323,0.79,2,1,3,900,7,2,49
2,34324,0.89,2,1,3,60,7,1,46
4,34324,0.54,1,1,3,100,2,1,65
4,34324,0.54,1,1,3,100,6,2,79
2,34325,0.67,2,1,3,60,7,1,38
4,34325,0.63,3,1,3,100,6,2,26
8,34325,0.44,2,1,3,60,7,1,76
2,34326,0.39,1,1,3,90,2,2,62
2,34326,0.25,2,1,3,60,7,2,32
2,34326,0.49,1,1,3,100,2,2,36
2,34326,0.49,1,1,3,100,6,1,36
2,34326,0.49,1,1,3,100,6,1,60
2,34326,0.62,1,1,3,100,2,1,52
2,34326,0.62,1,1,3,100,6,2,88
2,34326,0.88,3,1,3,100,2,1,23
2,34326,0.48,1,1,3,80,2,2,24
7,34326,0.35,1,1,3,60,2,2,51
7,34326,0.45,3,1,3,100,6,1,11
4,34326,0.75,1,1,3,60,1,2,33
5,34326,0.13,2,1,3,110,7,2,52
8,34326,0.92,2,1,3,60,7,2,23
6,34326,0.39,3,1,3,100,2,2,37
6,34326,0.39,3,1,3,100,6,1,36
6,34326,0.39,3,1,3,100,6,1,7
2,34327,0.69,3,1,3,100,4,2,26
7,34327,0,3,1,3,60,6,2,18
7,34327,0,3,1,3,60,6,2,19
4,34327,0.04,3,1,3,100,6,2,31
8,34327,0.66,1,1,3,110,2,1,20
4,34328,0.46,1,1,3,60,4,2,21
8,34328,0.17,3,1,3,110,6,1,36
2,34329,0.95,3,1,3,60,4,2,20
7,34329,0.7,3,1,3,100,6,2,16
7,34329,0.7,3,1,3,100,2,2,46
5,34329,0.4,3,1,3,110,2,2,20
8,34329,0.31,3,1,3,110,2,2,25
8,34329,0.58,3,1,3,110,4,1,32
2,34330,0.67,3,1,3,100,6,1,6
2,34330,0.15,2,1,3,60,7,2,28
2,34330,0.94,3,1,3,100,2,2,46
8,34330,0.99,1,1,3,1,6,2,23
6,34330,0.42,2,1,3,60,7,2,77
4,34331,0.71,3,1,3,60,4,2,16
2,34332,0.71,1,1,3,90,2,2,42
7,34332,0.86,1,1,3,70,4,2,21
4,34332,0.04,3,1,3,80,2,2,16
5,34332,0.04,3,1,3,80,6,2,44
6,34332,0.94,1,1,3,70,6,1,44
2,34333,0.79,1,2,3,60,2,1,44
7,34333,0.45,2,1,3,70,7,1,82
7,34333,0.39,1,1,3,70,2,1,63
5,34333,0.71,2,1,3,60,7,1,66
8,34333,0.4,1,1,3,60,2,2,58
8,34333,0.4,1,1,3,60,6,1,20
8,34333,0.8,1,1,3,110,2,2,42
8,34333,0.93,1,1,3,60,4,2,17
7,34334,0.32,1,1,3,100,2,1,60
7,34334,0.32,1,1,3,100,6,2,62
7,34334,0.94,2,1,3,80,7,1,14
7,34334,0.94,2,1,3,80,7,2,60
5,34334,0.25,3,1,3,110,6,2,17
5,34334,0.83,1,1,3,110,2,2,17
5,34334,0.83,1,1,3,110,6,2,17
5,34334,0.83,1,1,3,110,6,1,18
8,34334,0.68,3,1,3,110,6,1,1
7,33604,0.03,2,1,3,60,7,2,26
8,33604,0.13,1,1,3,60,6,2,29
2,33605,0.79,3,1,3,100,4,2,18
2,33605,0.9,2,1,3,60,7,2,19
7,33605,0.71,3,1,3,100,6,2,52
7,33605,0.71,3,1,3,100,6,2,2
7,33605,0.71,3,1,3,100,6,1,85
7,33606,0.48,1,1,3,60,1,1,23
4,33606,0.08,3,1,3,60,6,2,15
4,33606,0.88,3,1,3,100,6,2,15
6,33606,0.68,1,1,3,100,4,2,37
2,33607,0.9,3,2,3,100,6,1,70
2,33607,0.9,3,2,3,100,6,1,8
2,33607,0.9,3,2,3,100,6,1,48
2,33607,0.9,3,2,3,100,6,2,30
2,33607,0.9,3,2,3,100,6,1,49
7,33607,0.6,1,1,3,100,2,2,16
4,33607,0,1,1,3,100,2,2,22
4,33607,0,1,1,3,100,6,1,20
4,33607,0,1,1,3,100,6,1,16
4,33607,0.46,3,1,3,100,2,2,19
4,33607,0.71,3,1,3,60,2,2,87
4,33607,0.21,3,1,3,60,6,2,21
5,33607,0.64,3,1,3,110,6,1,28
5,33607,0.79,3,1,3,110,3,1,24
8,33607,0.13,3,1,3,110,2,2,17
1,33607,0.65,1,1,3,1,6,1,73
7,33608,0.42,3,1,3,100,6,1,61
4,33608,0.75,2,1,3,100,7,1,4
4,33608,0.79,3,1,3,60,4,2,22
2,33609,0.34,2,1,3,60,7,2,44
2,33609,0.55,3,1,3,110,2,2,39
7,33609,0.98,1,1,3,100,2,2,27
8,33609,0.52,3,1,3,70,6,2,0
2,33610,0.68,3,1,3,60,6,1,51
2,33610,0.82,1,1,3,60,1,2,34
4,33610,0.58,3,1,3,100,2,1,20
4,33610,0.75,1,1,3,100,6,1,0
4,33610,0.79,3,1,3,60,2,2,20
4,33610,0.79,3,1,3,60,6,2,20
4,33610,0.79,3,1,3,60,6,1,19
2,33611,0.03,3,1,3,80,2,2,20
2,33611,0.46,2,1,3,60,7,2,2
7,33611,0.76,1,1,3,100,2,1,40
7,33611,0.49,1,1,3,100,1,2,67
4,33611,0.33,3,1,3,100,2,2,23
8,33611,0.44,3,1,3,110,2,1,44
2,33612,0.53,1,1,3,100,6,2,11
2,33612,0.53,1,1,3,100,6,2,17
2,33612,0.81,3,1,3,60,2,2,16
7,33612,0.08,3,1,3,75,4,2,16
2,33613,0.49,2,1,3,60,7,2,85
7,33613,0.38,1,1,3,60,4,2,75
4,33613,0.83,3,1,3,80,6,2,43
4,33613,0.83,3,1,3,80,2,1,50
4,33613,0.83,3,1,3,80,6,2,38
2,33614,0.75,1,1,3,60,4,2,37
2,33614,0.83,3,1,3,100,6,2,37
7,33614,0.6,3,1,3,75,2,2,73
7,33614,0.06,3,1,3,60,2,2,23
4,33614,0.46,1,1,3,100,2,1,32
4,33614,0.75,1,1,3,60,6,1,32
5,33614,0.01,3,1,3,60,2,2,74
6,33614,0.48,1,1,3,100,2,1,66
6,33614,0.48,1,1,3,100,6,1,61
2,33615,0.8,3,1,3,100,4,2,15
4,33615,0.58,1,1,3,100,2,2,23
3,33615,0.73,3,1,3,900,6,1,22
2,33616,0.51,3,1,3,60,2,2,17
2,33616,0.56,3,1,3,100,2,2,52
2,33616,0.56,3,1,3,100,6,2,52
7,33616,0.85,1,1,3,100,6,1,26
4,33616,0.58,1,1,3,100,2,2,71
5,33616,0.12,3,1,3,60,2,1,50
5,33616,0.12,3,1,3,60,6,2,51
5,33616,0.12,3,1,3,60,6,2,12
7,33617,0.07,3,1,3,100,6,2,17
2,33618,0.32,1,1,3,80,4,2,26
4,33618,0.42,1,1,3,60,2,2,86
5,33618,0.78,1,1,3,100,6,1,11
2,33619,0.83,3,1,3,110,4,2,38
2,33619,0.95,1,1,3,60,6,1,17
3,33619,0.86,2,1,3,80,7,2,33
2,33620,0.98,1,1,3,80,4,2,27
4,33620,0.29,1,1,3,100,2,2,83
5,33620,0.29,2,1,3,60,7,2,68
5,33620,0.51,1,1,3,110,2,2,26
8,33620,0.92,3,1,3,110,4,2,34
2,33621,0.13,3,1,3,100,2,1,18
2,33621,0.35,1,1,3,60,2,2,19
2,33621,0,2,1,3,60,7,2,43
2,33621,0.7,1,1,3,60,2,1,45
7,33621,0.09,3,1,3,75,6,1,20
7,33621,0.52,1,1,3,100,2,1,24
2,33622,0.46,3,1,3,100,4,2,19
2,33622,0.72,1,1,3,100,2,1,23
2,33622,0.72,1,1,3,100,2,1,52
7,33622,0.12,1,1,3,60,2,2,21
7,33622,0.43,1,1,3,100,4,2,17
8,33622,0.39,2,1,3,60,7,2,4
2,33623,0.73,3,1,3,60,2,2,38
8,33623,0.17,3,1,3,110,6,2,13
8,33623,0.34,3,1,3,110,2,2,65
8,33623,0.45,1,1,3,110,2,1,44
2,33624,0.55,3,1,3,100,6,2,83
2,33624,0.32,3,1,3,110,6,1,51
7,33624,0.58,1,1,3,100,4,2,21
8,33624,0.74,1,1,3,60,2,2,20
6,33624,0.6,1,1,3,100,2,1,55
6,33624,0.6,1,1,3,100,6,2,28
2,33625,0.49,1,1,3,60,4,2,25
2,33625,0.7,3,1,3,100,2,2,18
2,33625,0.57,1,1,3,100,4,2,47
4,33625,0.79,3,1,3,60,6,2,17
5,33625,0.85,1,1,3,60,4,2,27
5,33625,0.44,2,1,3,60,7,1,12
8,33625,0.32,3,1,3,110,6,2,23
8,33625,0.85,3,1,3,110,2,2,18
2,33626,0.17,1,1,3,60,2,2,33
7,33626,0.85,3,1,3,100,4,2,20
4,33626,0.38,1,1,3,60,2,2,60
8,33626,0.36,1,1,3,60,2,1,45
2,33627,0.53,1,1,3,100,2,2,21
2,33627,0.44,1,1,3,70,2,2,48
7,33627,0.37,3,1,3,100,2,1,23
7,33627,0.48,1,2,3,60,6,1,70
4,33627,0.83,1,1,3,100,2,1,28
5,33627,0.54,2,1,3,60,7,1,73
8,33627,0.13,3,1,3,110,2,2,43
2,33628,0.73,1,1,3,60,2,1,82
7,33628,0.06,2,1,3,60,7,2,43
4,33628,0,3,1,3,60,6,2,18
4,33628,0.79,2,1,3,60,7,2,69
5,33628,0.82,3,1,3,110,4,2,28
2,33629,0.01,3,1,3,60,6,1,15
2,33629,0.91,3,1,3,110,2,2,64
7,33629,0.49,1,1,3,75,1,2,23
7,33629,0.06,3,1,3,100,2,2,21
2,33630,0.08,1,1,3,80,6,1,24
2,33630,0,3,1,3,100,2,2,59
7,33630,0,1,1,3,100,2,2,46
5,33630,0.64,1,1,3,110,4,2,23
6,33630,0,3,1,3,100,4,2,30
3,33630,0.79,1,1,3,900,2,2,23
3,33630,0.79,1,1,3,900,6,2,54
3,33630,0.79,1,1,3,900,6,2,52
7,33631,0.61,1,1,3,60,2,2,82
7,33631,0.53,1,1,3,75,2,1,44
7,33631,0.72,1,1,3,75,2,1,20
4,33631,0.67,1,1,3,80,2,2,81
4,33631,0.63,3,1,3,60,4,2,46
8,33631,0.27,3,1,3,110,6,1,13
4,33632,0.42,1,1,3,60,4,2,40
6,33632,0.58,1,1,3,100,2,1,24
2,33633,0.55,3,1,3,110,2,2,28
2,33633,0.78,1,1,3,100,2,2,44
2,33633,0.78,1,1,3,100,2,2,47
7,33633,0.84,1,1,3,60,1,2,49
4,33633,0.75,1,1,3,80,6,2,20
5,33633,0.55,1,1,3,60,6,1,68
2,33634,0.48,3,1,3,100,6,2,39
2,33634,0.6,3,1,3,100,2,2,52
2,33634,0.88,3,1,3,60,6,2,18
2,33634,0.44,3,1,3,60,2,2,83
7,33634,0.69,1,1,3,100,6,2,33
7,33634,0.69,1,1,3,100,2,2,34
5,33634,0.7,1,1,3,100,1,2,52
5,33634,0.77,1,1,3,110,2,2,29
5,33634,0.77,1,1,3,110,6,2,23
5,33634,0.77,1,1,3,110,6,2,21
5,33634,0.77,1,1,3,110,6,2,21
5,33634,0.77,1,1,3,110,6,2,26
5,33634,0.77,1,1,3,110,6,2,26
5,33634,0.77,1,1,3,110,6,2,22
8,33634,0.77,3,1,3,110,2,1,19
2,33635,0.56,2,1,3,60,7,2,26
2,33635,0.61,3,1,3,100,6,2,15
6,33635,0.39,2,1,3,60,7,2,40
3,33635,0.27,3,1,3,900,2,2,40
2,33636,0.04,3,1,3,60,2,2,35
2,33636,0.67,1,1,3,60,2,1,67
7,33636,0.66,1,1,3,75,6,1,71
7,33636,0.66,1,1,3,75,2,1,36
7,33636,0.86,3,1,3,60,2,2,23
7,33636,0.88,1,1,3,60,2,1,57
7,33636,0.45,1,1,3,100,1,2,56
8,33636,0.13,3,1,3,60,2,1,17
3,33636,0.6,3,1,3,900,6,2,24
2,33637,0.14,1,1,3,100,2,2,29
2,33637,0.73,2,1,3,60,7,1,32
2,33638,0.31,1,1,3,100,1,2,72
6,33638,0.72,1,1,3,60,1,2,5
2,33639,0.46,2,1,3,100,7,2,69
2,33639,0.46,2,1,3,100,7,1,62
2,33639,0.46,2,1,3,100,7,2,74
2,33639,0.46,2,1,3,100,7,1,74
7,33639,0.36,1,1,3,60,6,1,74
7,33639,0.92,3,1,3,100,4,2,29
2,33640,0.4,1,1,3,80,2,2,58
2,33640,0.4,1,1,3,80,6,1,54
7,33640,0.52,3,1,3,100,6,1,84
7,33640,0.29,3,1,3,100,2,2,26
7,33640,0.72,1,1,3,60,2,1,75
2,33641,0.57,1,1,3,60,6,1,81
7,33641,0.67,1,1,3,60,6,1,78
4,33641,0.25,2,1,3,60,7,2,71
5,33641,0.64,3,1,3,110,2,1,72
2,33642,0.21,3,1,3,100,2,2,22
2,33642,0.02,3,1,3,100,2,2,22
4,33642,0.25,3,1,3,80,4,2,27
8,33642,0.05,3,1,3,110,2,2,19
8,33642,0.13,1,1,3,60,2,1,29
3,33642,0.19,3,1,3,900,2,2,25
2,33643,0.26,1,1,3,90,2,2,35
2,33643,0.47,1,1,3,100,2,2,70
2,33643,0.47,1,1,3,100,6,1,68
2,33643,0.55,1,1,3,80,6,1,17
2,33643,0.64,1,1,3,100,6,1,17
2,33643,0.74,3,1,3,100,2,2,31
7,33643,0.17,1,1,3,100,2,2,30
7,33643,0.43,1,1,3,60,2,1,20
7,33643,0.74,1,1,3,100,6,2,33
6,33643,0.44,3,1,3,1,4,2,9
2,33644,0.94,3,1,3,100,2,2,36
4,33644,0.38,2,1,3,60,7,2,82
4,33644,0.58,1,1,3,100,2,2,30
4,33644,0.58,1,1,3,100,6,1,39
4,33644,0.63,1,1,3,100,2,2,19
2,33645,0.66,3,1,3,100,6,1,89
2,33645,0.69,1,1,3,90,2,2,55
5,33645,0.76,2,2,3,60,7,1,48
3,33645,0.76,2,1,3,60,7,1,1
2,33646,0.19,3,1,3,60,2,1,43
7,33646,0.3,1,1,3,60,4,2,27
5,33646,0.55,1,1,3,60,2,2,21
6,33646,0.55,3,1,3,100,2,2,63
2,33647,0.74,1,1,3,100,2,1,20
7,33647,0.26,1,1,3,60,4,2,27
3,33647,0.13,3,1,3,60,6,2,21
2,33648,0.06,3,1,3,100,2,2,43
2,33648,0.74,3,1,3,100,4,2,27
2,33648,0.72,3,1,3,100,2,2,18
4,33648,0.5,1,1,3,100,4,2,31
5,33648,0.56,3,1,3,110,2,2,62
5,33648,0.56,3,1,3,110,6,1,68
2,33649,0.02,3,1,3,100,2,2,30
2,33649,0.48,2,1,3,60,7,2,12
2,33649,0.36,3,1,3,110,2,1,65
7,33649,0.82,2,2,3,90,7,2,32
7,33649,0.61,1,1,3,100,1,2,11
4,33649,0.38,1,1,3,100,2,1,21
4,33649,0.38,1,1,3,100,6,2,22
8,33649,0.33,3,1,3,110,2,2,43
3,33649,0.72,3,1,3,60,2,2,24
3,33649,0.72,3,1,3,60,6,1,25
3,33649,0.72,3,1,3,60,6,2,27
3,33649,0.72,3,1,3,60,6,2,32
3,33649,0.72,3,1,3,60,6,2,38
3,33649,0.72,3,1,3,60,6,2,25
3,33649,0.72,3,1,3,60,6,2,32
2,33650,0.04,1,1,3,100,4,2,20
8,33650,0.69,3,1,3,110,6,2,41
7,33651,0.68,2,1,3,100,7,2,65
7,33651,0.74,1,1,3,100,1,2,46
2,33653,0.44,1,1,3,110,6,2,23
2,33653,0.4,1,1,3,100,2,2,82
2,33653,0.77,3,1,3,60,6,2,70
7,33653,0.7,1,1,3,60,2,2,22
4,33653,0.33,3,1,3,80,2,1,28
5,33653,0.66,2,1,3,60,7,1,3
2,33654,0.51,3,1,3,60,6,2,25
2,33654,0.63,1,1,3,100,2,2,42
4,33654,0.71,1,1,3,100,2,1,39
5,33654,0.69,1,1,3,100,6,1,42
8,33654,0.9,3,1,3,110,6,2,17
2,33655,0.32,1,1,3,100,2,2,47
2,33655,0.32,1,1,3,100,6,2,44
2,33655,0.41,1,1,3,90,2,2,32
7,33655,0.49,2,1,3,60,7,2,2
7,33655,0.31,1,1,3,100,2,2,37
4,33655,0.25,3,1,3,100,2,2,34
4,33655,0.54,3,1,3,100,2,2,42
2,33656,0.16,3,1,3,60,6,2,23
2,33656,0.58,3,1,3,100,6,2,19
7,33656,0.18,3,1,3,80,6,2,23
7,33656,0.74,3,1,3,100,6,2,27
4,33656,0.04,1,1,3,80,2,1,36
5,33656,0.61,1,1,3,60,2,2,79
3,33656,0.96,1,1,3,60,4,2,18
1,33656,0.2,3,1,3,1,2,2,34
1,33656,0.2,3,1,3,1,6,2,31
2,33657,0.69,1,1,3,110,6,2,45
2,33657,0.94,1,1,3,60,6,1,38
5,33657,0.06,3,1,3,60,2,2,45
8,33657,0.65,1,1,3,110,2,2,62
3,33657,0.96,3,1,3,900,2,2,24
2,33658,0.22,1,1,3,60,4,2,25
7,33658,0.47,2,1,3,60,7,2,68
7,33658,0.74,1,1,3,100,2,2,23
4,33658,0.42,3,1,3,100,2,2,31
7,33660,0.85,2,1,3,60,7,2,7
4,33660,0.38,2,1,3,60,7,1,62
4,33660,0.63,1,1,3,100,2,2,30
2,33661,0.05,3,1,3,90,2,2,54
2,33661,0.33,2,1,3,100,7,2,14
2,33661,0.13,1,1,3,100,2,2,30
2,33661,0.56,2,1,3,80,7,1,76
2,33661,0.67,2,1,3,100,7,2,6
2,33661,0.81,3,1,3,60,6,2,15
7,33661,0.49,3,1,3,100,6,2,76
4,33661,0.42,1,1,3,60,2,2,76
4,33661,0.42,1,1,3,60,6,1,55
5,33661,0.97,3,1,3,110,6,1,28
2,33662,0.95,3,1,3,60,2,2,18
2,33662,0.9,3,1,3,100,2,2,57
7,33662,0.41,2,1,3,60,7,2,73
7,33662,0.54,1,1,3,100,2,2,25
2,33663,0.99,3,1,3,100,2,2,52
7,33663,0.83,3,1,3,100,6,2,22
7,33663,0.98,3,1,3,100,2,2,34
5,33663,0.13,2,1,3,60,7,2,17
5,33663,0.8,3,1,3,100,2,2,43
8,33663,0.03,1,1,3,70,6,2,18
2,33664,0.22,3,1,3,60,2,1,21
2,33664,0.71,1,1,3,100,2,2,49
2,33664,0.56,2,1,3,60,7,2,29
7,33664,0.11,2,1,3,60,7,1,18
7,33664,0.53,1,1,3,100,6,1,21
7,33664,0.53,1,1,3,100,2,2,29
7,33664,0.18,2,1,3,100,7,2,17
7,33664,0.33,3,1,3,80,4,2,30
1,33664,0.64,1,1,3,1,6,1,59
7,33665,0.97,1,1,3,75,2,2,18
5,33665,0.74,1,1,3,110,2,1,25
2,33666,0.32,3,1,3,100,6,1,19
2,33666,0.66,3,1,3,100,6,2,17
5,33666,0.54,1,1,3,60,2,1,74
5,33666,0.59,1,1,3,60,2,1,17
8,33666,0.31,3,1,3,110,2,2,21
8,33666,0.73,1,1,3,110,2,2,26
8,33666,0.73,1,1,3,110,6,1,29
2,33667,0.42,2,1,3,60,7,2,74
7,33667,0.29,1,1,3,75,2,1,27
7,33667,0.46,1,1,3,100,2,1,36
7,33668,0.88,3,1,3,100,2,2,56
5,33668,0.54,1,1,3,60,2,2,65
5,33668,0.54,1,1,3,60,6,1,66
8,33668,0.49,1,1,3,80,2,2,55
2,33669,0.15,3,1,3,100,6,2,39
2,33669,0.13,3,1,3,80,2,2,44
2,33669,0.52,3,1,3,60,4,2,27
7,33669,0.92,2,1,3,100,7,2,29
4,33669,0.33,1,1,3,60,4,2,18
4,33669,0.75,3,1,3,100,6,2,25
2,33670,0.1,2,1,3,100,7,2,20
2,33670,0.38,3,1,3,60,2,2,25
2,33670,0.42,1,1,3,110,6,1,61
2,33670,0.32,2,1,3,60,7,2,67
2,33670,0.8,3,1,3,100,2,2,45
2,33670,0.92,2,1,3,70,7,2,64
4,33670,0.08,3,1,3,60,2,2,22
4,33670,0.71,2,1,3,60,7,1,68
4,33670,0.25,3,1,3,60,6,1,28
5,33670,0.99,3,1,3,110,2,2,21
2,33671,0.86,3,1,3,60,2,2,37
2,33672,0.45,1,1,3,60,2,1,17
4,33672,0.79,1,1,3,100,2,2,19
4,33672,0.79,1,1,3,100,2,2,43
4,33672,0.83,3,1,3,60,6,2,41
5,33672,0.96,1,1,3,110,2,2,56
2,33673,0.47,1,1,3,60,2,2,19
5,33673,0.27,1,1,3,100,2,1,48
